nomComplet,genre,nombreDeFilms
,,70.0
A. cavalcanti,,1.0
A. dauman,,1.0
A. duchtik,,2.0
"A. e., jr. bruch",,1.0
A. edward sutherland,,1.0
A. peuvion,,0.0
A. poiré,,1.0
A. ronald rubin,,1.0
A. valio-cavaglione,,0.0
A.c. brodax,,0.0
A.c. croft,,1.0
A.j. korkidakis,,1.0
A.p. barrière,,1.0
A.r. rawlinson,,1.0
Aaron j. shuster,,1.0
Aaron kim johnston,,2.0
Aaron woodley,,1.0
Abbey jack neidik,,1.0
Abderrahmane sissako,,1.0
Abeille tard,,0.0
Abhish s. birla,,0.0
Abi feijó,,0.0
Achille manzotti,,3.0
Achille piazzi,,1.0
Ada stronias,,0.0
Ada ushpiz,,1.0
Adam boulter,,1.0
Adam brooks,,1.0
Adam budd,,1.0
Adam j. goldfine,,1.0
Adam leipzig,,1.0
Adam symansky,,12.0
Adelaida trujillo,,0.0
Adelin bouchard,,1.0
Ademir kenovic,,0.0
Adolf zukor,,1.0
Adolfo gomez,,1.0
Adolph zukor,,1.0
Adolphe osso,,1.0
Adolphe viezzi,,5.0
Adrian bate,,1.0
Adrian f. bateman,,0.0
Adriano celentano,,1.0
Adriano de micheli,,1.0
Adrien bodson,,1.0
Adry de carbuccia,,2.0
Aerlyn weissman,,1.0
Agata de santis,,0.0
Agnès danton,,1.0
Agnès delahaie,,1.0
Agnès vicariot,,1.0
Ahmed soka,,1.0
Ailsa orr,,1.0
Aimara reques,,0.0
Aimée danis,,18.0
Aisling chin-yee,,4.0
Aki kaurismäki,,2.0
Al adamson,,0.0
Al brodax,,0.0
Al clark,,1.0
Al dahlem,,1.0
Al giddings,,0.0
Al guest,,1.0
Al mamar,,1.0
Al razutis,,1.0
Al sens,,0.0
Alain baril,,0.0
Alain belhumeur,,1.0
Alain bellaïche,,1.0
Alain belmondo,,2.0
Alain bergeron,,1.0
Alain bessette,,1.0
Alain burke,,1.0
Alain campeau,,0.0
Alain chartrand,,2.0
Alain chicoine,,4.0
Alain clert,,0.0
Alain coiffier,,1.0
Alain comeau,,0.0
Alain corneau,,2.0
Alain cyr,,3.0
Alain dahan,,2.0
Alain delon,,7.0
Alain depardieu,,1.0
Alain dion,,0.0
Alain fournier,,5.0
Alain girard,,8.0
Alain guilleaume,,1.0
Alain jessua,,1.0
Alain labonté,,0.0
Alain lacroix,,1.0
Alain lavalle,,1.0
Alain michaud,,1.0
Alain paré,,1.0
Alain pelletier,,2.0
Alain pichette,,2.0
Alain plagne,,1.0
Alain poiré,,17.0
Alain pol,,0.0
Alain rocca,,3.0
Alain roger,,1.0
Alain rondeau,,1.0
Alain ross,,1.0
Alain sarde,,18.0
Alain simard,,60.0
Alain stanké,,8.0
Alain tanner,,6.0
Alain terzian,,13.0
Alain thibault,,0.0
Alain vézina,,1.0
Alain zaloum,,2.0
Alain-arthur painchaud,,1.0
Alan beattie,,1.0
Alan burke,,1.0
Alan coleman,,1.0
Alan collins,,1.0
Alan e. salke,,1.0
Alan field,,2.0
Alan handel,,3.0
Alan hayling,,0.0
Alan j. pakula,,1.0
Alan maher,,1.0
Alan moloney,,1.0
Alan richardson,,1.0
Alan simmonds,,1.0
Alan white,,1.0
Alanis obomsawin,,0.0
Albanie morin,,0.0
Albert band,,2.0
Albert barillé,,10.0
Albert falzon,,1.0
Albert fennell,,1.0
Albert i. smith,,1.0
Albert kish,,1.0
Albert klychak,,1.0
Albert koski,,1.0
Albert litchi,,1.0
Albert mailly,,0.0
Albert r. broccoli,,1.0
Albert s. ruddy,,1.0
Albert tessier,,2.0
Albert viau,,1.0
Albert zugsmith,,1.0
Alberta watson,,1.0
Alberto adami,,1.0
Alberto attili,,1.0
Alberto cavalcanti,,0.0
Alberto flaksman,,1.0
Alberto grimaldi,,2.0
Alberto luna,,0.0
Alberto manca,,3.0
Albie hecht,,1.0
Albina du boisrouvray,,3.0
Alejandro arroz,,1.0
Aleksandra kordek,,1.0
Alessandra de stefani,,1.0
Alessandro iacovoni,,1.0
Alessandro luca,,1.0
Alethea arnaquq-baril,,1.0
Alex craig,,1.0
Alex frame,,1.0
Alex gibney,,1.0
Alex gordon,,1.0
Alex gottlieb,,2.0
Alex hamilton-brown,,1.0
Alex lovy,,0.0
Alex mackenzie,,1.0
Alex malka,,1.0
Alex nalpas,,3.0
Alex raymont,,0.0
Alex robbins,,1.0
Alex roslin,,0.0
Alex sabbagh,,1.0
Alex sliman,,16.0
Alex van warmerdam,,1.0
Alexa frances shaw,,0.0
Alexander bain,,10.0
Alexander bak,,0.0
Alexander gerassimov,,0.0
Alexander kluge,,1.0
Alexander korda,,1.0
Alexander salkind,,1.0
Alexander whitelaw,,1.0
Alexandra diaz,,1.0
Alexandra gill,,1.0
Alexandra guité,,1.0
Alexandra raffé,,3.0
Alexandra toulch,,0.0
Alexandra woodward,,1.0
Alexandre arcady,,1.0
Alexandre chartrand,,1.0
Alexandre franchi,,3.0
Alexandre frigon,,1.0
Alexandre gravel,,0.0
Alexandre heylen,,1.0
Alexandre kamenka,,1.0
Alexandre kozminski,,0.0
Alexandre larose,,0.0
Alexandre leblanc,,1.0
Alexandre michaud,,1.0
Alexandre mnouchkine,,9.0
Alexandre shaw,,0.0
Alexandre soullier,,0.0
Alexandre trudeau,,0.0
Alexis de gheldere,,0.0
Alexis mercier,,1.0
Alferd c. pariser,,1.0
Alfi sinniger,,2.0
Alfons siegert,,1.0
Alfonso donati,,1.0
Alfred bittins,,1.0
Alfred de graaff,,1.0
Alfred hitchcock,,3.0
Alfred leone,,2.0
Alfred lévy,,1.0
Alfred n. sack,,2.0
Alfred weiss,,1.0
Alfredo bini,,4.0
Alfredo gagliardi,,1.0
Alfredo guarini,,1.0
Alfredo j. anzola,,1.0
Alfredo leone,,2.0
Alfredo vicens,,0.0
Alfredo zacharias,,1.0
Alhaji adegboyega arulogun,,0.0
Ali kazimi,,0.0
Alice guy-blaché,,2.0
Alice ronfard,,1.0
Alicia franco,,9.0
Aliette cremer,,1.0
Aline houdy,,0.0
Alison de vere,,1.0
Allan a. goldstein,,1.0
Allan bozo moyle,,1.0
Allan c. avrith,,1.0
Allan dwan,,3.0
Allan johnsen,,0.0
Allan king,,4.0
Allan martel,,0.0
Allan moyle,,1.0
Allan reid,,0.0
Allan scott,,1.0
Allan segal,,1.0
Allan stein,,1.0
Allan zion,,1.0
Allen klein,,1.0
Allen stark,,0.0
Allison lewis,,2.0
Allyson mitchell,,0.0
Alois brummer,,1.0
Aloysius vachet,,2.0
Alphonse balcazar,,1.0
Alvin armstrong,,0.0
Alvin fiering,,0.0
Alvino besuchari,,1.0
Alvy moore,,1.0
Amadee j. van beuren,,2.0
Amanda dawn christie,,0.0
Amaro gomez boix,,1.0
Amato excelsa,,1.0
Amato pennasilico,,1.0
Amatsia hiuni,,1.0
Amedeo bacigalupo,,0.0
Amit khanna,,1.0
Amitan manelzon,,1.0
Amos adetuyi,,1.0
Amos gitaï,,0.0
Amy belling,,1.0
Amy bodman,,0.0
Amy webb,,4.0
Amélie blanchard,,3.0
Amélie lambert bouchard,,0.0
Ana de lara,,2.0
Anand patwardhan,,0.0
Anant singh,,1.0
Anatole dauman,,9.0
Anatole de grunwald,,1.0
Anatole litvak,,2.0
Andew lazar,,0.0
Andre bendahan,,1.0
Andre singer,,1.0
Andrea cross,,0.0
Andrea marotti,,1.0
Andrea nemtin,,5.0
Andrea sadler,,0.0
Andreas mendritzki,,2.0
Andreas poulsson,,0.0
Andreea stanculeanu,,2.0
Andres vincente gomez,,1.0
Andrew adelson,,1.0
Andrew boutilier,,2.0
Andrew braunsberg,,2.0
Andrew burnett,,1.0
Andrew currie,,1.0
Andrew easterbrook,,0.0
Andrew koster,,1.0
Andrew makarewicz,,0.0
Andrew mitchell,,2.0
Andrew moxham,,1.0
Andrew noble,,3.0
Andrew noble with,,1.0
Andrew osborn,,1.0
Andrew przybytkowski,,3.0
Andrew robinson,,1.0
Andrew sugerman,,1.0
Andrew watt,,0.0
Andria spring,,1.0
Andrzej olszanski,,1.0
Andrzej walenta,,1.0
André a. bélanger,,6.0
André a. velin,,2.0
André aron,,1.0
André barro,,5.0
André belleau,,13.0
André blanchard,,1.0
André boulianne,,3.0
André béraud,,16.0
André chaput,,0.0
André daven,,1.0
André desrochers,,2.0
André djaoui,,3.0
André douillard,,0.0
André dubois,,15.0
André dupuy,,36.0
André elias,,1.0
André farwagi,,1.0
André fleury,,2.0
André forcier,,2.0
André g. brunelin,,1.0
André gagnon,,5.0
André gaudreault,,1.0
André gauthier,,1.0
André gazut,,1.0
André girard,,0.0
André gladu,,8.0
André gueret,,0.0
André génovès,,9.0
André h. des fontaines,,1.0
André hagon,,1.0
André heinrich,,0.0
André houle,,0.0
André hugon,,4.0
André labrousse,,1.0
André lamy,,4.0
André laperrière,,0.0
André lapprand,,1.0
André larin,,170.0
André laubré,,1.0
André lauzon,,7.0
André legault,,1.0
André lemaire,,1.0
André link,,19.0
André mailly,,2.0
André martin,,2.0
André michelin,,1.0
André monette,,9.0
André ménard,,9.0
André navarre,,1.0
André paquette,,6.0
André paulvé,,13.0
André payraud,,1.0
André petrowski,,0.0
André picard,,3.0
André provencher,,53.0
André pépin,,1.0
André racine,,0.0
André rouillard,,0.0
André rouleau,,12.0
André roy,,1.0
André sarrut,,1.0
André sylvain labarthe,,5.0
André szots,,1.0
André théberge,,1.0
André trudeau,,0.0
André turpin,,2.0
André valio-cavaglione,,1.0
André vanasse,,0.0
André viau,,15.0
André waksman,,0.0
André-a. lafrance,,1.0
André-line beauparlant,,1.0
Andréa parro,,1.0
Andrée lemay,,0.0
Andrée martin,,1.0
Andrée petitclerc,,0.0
Andrée poitras,,1.0
Andrée préfontaine,,0.0
Andy gould,,3.0
Andy heyward,,0.0
Andy thompson,,2.0
Andy thomson,,7.0
Andy warhol,,1.0
Angela donald,,0.0
Angela hart,,1.0
Angela laprete,,1.0
Angelo barbagallo,,1.0
Angelo cesare miele,,1.0
Angelo iacono,,1.0
Angelo rizzoli,,6.0
Angèle grégoire,,1.0
Anick saint-louis,,1.0
Anie-claude paquin,,0.0
Anis nohra,,1.0
Anita herczeg,,0.0
Anita lee,,1.0
Anita wasser,,1.0
Ann arson,,1.0
Ann bromley,,0.0
Ann burke,,4.0
Ann chaparos,,0.0
Ann marie fleming,,1.0
Ann pearson,,0.0
Ann scott,,1.0
Ann zacharias,,1.0
Ann zeiss,,1.0
Anna fahr,,0.0
Anna gronau,,0.0
Anna nazarova-pendrakovskaya,,1.0
Anna ridley,,1.0
Anna sarkissian,,0.0
Anna sikorski,,1.0
Anna stratton,,3.0
Annabel loyola,,0.0
Annabel slaight,,2.0
Annabella miscuglio,,0.0
Anne balfour-fraser,,0.0
Anne barth,,0.0
Anne boyer,,25.0
Anne carlucci,,3.0
Anne claire poirier,,5.0
Anne cusson,,3.0
Anne desmarais,,0.0
Anne frank,,4.0
Anne françois,,1.0
Anne henderson,,0.0
Anne lewis,,1.0
Anne lordon,,1.0
Anne picard,,1.0
Anne pick,,0.0
Anne ramsden,,4.0
Anne retel-laurentin,,0.0
Anne vivien,,2.0
Anne wheeler,,3.0
Anne émond,,1.0
Anne-cécile berthomeau,,1.0
Anne-marie bouchard,,0.0
Anne-marie gélinas,,10.0
Anne-marie hétu,,1.0
Anne-marie losique,,18.0
Anne-marie léveillé,,1.0
Anne-marie ngô,,1.0
Anne-marie piran,,1.0
Anne-marie prieur,,1.0
Anne-marie rocher,,0.0
Anne-marie tougas,,3.0
Anne-marie turcotte,,2.0
Anne-marie withenshaw,,4.0
Anne-michèle fortin,,0.0
Annette blamont,,0.0
Annette clarke,,1.0
Annette cohen,,1.0
Annette mangaard,,1.0
Annick blanc,,7.0
Annick de vries,,0.0
Annick fontaine,,1.0
Annick nantel,,0.0
Annie bergeron,,1.0
Annie blais,,3.0
Annie bénichou macdonald,,1.0
Annie coutu,,0.0
Annie deniel,,0.0
Annie miller,,2.0
Annie normandin,,4.0
Annie pineault,,0.0
Annie tellier,,6.0
Annie-claude quirion,,1.0
Annika gustafson,,0.0
Anouk brault,,12.0
Anouk ste-croix,,9.0
Ante zaninovic,,0.0
Anthony azzopardi,,1.0
Anthony bedrich,,1.0
Anthony couture,,1.0
Anthony doncque,,1.0
Anthony esposito,,1.0
Anthony grani,,1.0
Anthony gross,,0.0
Anthony havelock-allan,,4.0
Anthony lawrence,,1.0
Anthony lemke,,1.0
Anthony seck,,2.0
Anthony spinner,,1.0
Anthony teoli,,1.0
Anthony veiller,,1.0
Antoine bourlon,,1.0
Antoine gannagé,,2.0
Antoine perset,,1.0
Antoine rein,,1.0
Anton van de water,,1.0
Antonello cozzolino,,13.0
Antonin duchtik,,1.0
Antonio avati,,1.0
Antonio badu,,1.0
Antonio benvenuti,,1.0
Antonio crescenzi,,1.0
Antonio diverdis,,1.0
Antonio macri,,2.0
Antonio matouk,,1.0
Antonio musu,,1.0
Antonio olivares,,1.0
Antonio passalia,,2.0
Antonio rossi,,1.0
Antonio servi,,1.0
Antonio venturi,,0.0
Antony darnborough,,1.0
Antony i. ginnane,,1.0
Antony payne,,1.0
Anwar kawadri,,1.0
Aonan yang,,1.0
Apostoly kouroumalis,,0.0
Ari a. cohen,,4.0
Ariadna ochrymovych,,1.0
Ariane cordeau,,1.0
Ariane krampe,,1.0
Ariane litaize,,1.0
Ariane succar,,1.0
Ariel schwartz,,1.0
Ariel wapnir,,1.0
Ariel zeïtoun,,8.0
Arik bernstein,,1.0
Arlette dion,,6.0
Arlette zylberberg,,2.0
Armand barbault,,1.0
Armand bécué,,1.0
Armand de la rochefoucauld,,1.0
Armand rubin,,0.0
Armand tabuteau,,2.0
Armando novelli,,3.0
Armando orive alba,,1.0
Arnie gelbart,,14.0
Arnie zipursky,,1.0
Arnold misrach,,1.0
Arnold pressburger,,3.0
Arnold schwarzenegger,,1.0
Arnon milchan,,3.0
Arnoud rijken,,0.0
Arshad khan,,0.0
Arsinée khanjian,,1.0
Art linson,,1.0
Art stevens,,1.0
Arthur brauner,,4.0
Arthur chetwynd,,0.0
Arthur cohn,,3.0
Arthur dubs,,3.0
Arthur gottlieb,,1.0
Arthur hammond,,2.0
Arthur j. kelly,,1.0
Arthur jones,,1.0
Arthur kent,,1.0
Arthur lamothe,,7.0
Arthur larente,,1.0
Arthur leonard,,1.0
Arthur p. jacobs,,2.0
Arthur voronka,,2.0
"Arthur, jr. rankin",,0.0
Arto paragamian,,1.0
Arturo ambrosio,,1.0
Arturo feliu,,1.0
Arturo la pegna,,1.0
Arvi liimatainen,,1.0
Arvo nuut,,1.0
Arys nissotti,,1.0
Asdrúbal hernández,,1.0
Ash r. shah,,3.0
Ashley duong,,0.0
Ashley murray,,1.0
Ashok amritraj,,2.0
Astrid lecerf,,1.0
Atom egoyan,,12.0
Attila bertalan,,3.0
Attilio riccio,,1.0
Aude maltais-landry,,0.0
Audrey caron,,1.0
Audrey cole,,0.0
Audrey mehler,,0.0
Audrey-ann dupuis pierre,,1.0
Auguste lumière,,1.0
Augusto arraes,,1.0
Augusto caminito,,1.0
Augusto righi,,1.0
Aurelio de laurentiis,,1.0
Aurélia prévieu,,1.0
Austin campbell,,1.0
Aziz el jahidy,,1.0
B.k. blake,,2.0
Babak kaboli,,2.0
Babek aliassa,,1.0
Baccio randini,,1.0
Bachir boumediene,,0.0
Bady minck,,1.0
Bae kyung-yoon,,1.0
Bahareh shigematsu,,1.0
Bahman ghobadi,,1.0
Baker bloodworth,,1.0
Baltasar kormákur,,2.0
Bany spikings,,1.0
Bané jovanovic,,2.0
Barb cranmer,,0.0
Barbara barde,,1.0
Barbara boyden,,1.0
Barbara doran,,7.0
Barbara halpern martineau,,0.0
Barbara janes,,1.0
Barbara kopple,,0.0
Barbara letellier,,1.0
Barbara margolis,,0.0
Barbara may,,1.0
Barbara pec-slesicka,,1.0
Barbara sears,,0.0
Barbara shrier,,6.0
Barbara sonneborn,,0.0
Barbara sternberg,,0.0
Barbara tranter,,2.0
Barbara wozniczko,,1.0
Barbet schroeder,,3.0
Barrie angus mclean,,0.0
Barrie howells,,5.0
Barrie mclean,,0.0
Barry cowling,,6.0
Barry greenwald,,1.0
Barry josephson,,1.0
Barry lazar,,2.0
Barry levinson,,2.0
Barry n. zevan,,0.0
Barry pierce,,1.0
Barry sonnenfeld,,1.0
Barry spinello,,1.0
Bart patton,,1.0
Bashar shbib,,16.0
Basil dearden,,1.0
Basil wright,,1.0
Bastien dupriez,,1.0
Bathsheba ratzkoff,,0.0
Baz shamoun,,1.0
Beatriz palacios,,1.0
Bedrich strnad,,1.0
Bella bacalla,,1.0
Ben addelman,,1.0
Ben arbeid,,0.0
Ben frye,,1.0
Ben myron,,1.0
Ben sharpsteen,,0.0
Ben wilson,,1.0
Benicio del toro,,1.0
Benigno cardone,,1.0
Benito bertaccini,,1.0
Benito perojo,,1.0
Benjamin fisz,,1.0
Benjamin hogue,,4.0
Benjamin manaster,,1.0
Benjamin patrick paquette,,2.0
Benjamin pelletier,,1.0
Benjamin simon,,1.0
Benjamin stoloff,,1.0
Bennet fode,,1.0
Benoit beaulieu,,2.0
Benoit chartrand,,1.0
Benoit clermont,,3.0
Benoit desjardins,,2.0
Benoit falardeau,,1.0
Benoit fortier,,1.0
Benoit lamy,,1.0
Benoit perriau,,2.0
Benoit pilon,,1.0
Benoît beaudoin,,0.0
Benoît brière,,1.0
Benoît hamel,,1.0
Benoît lamarche,,1.0
Benoît lavallée,,1.0
Benoît lemire,,2.0
Benoît léger,,13.0
Benoît ranger,,1.0
Berit neuman,,1.0
Bernadette gogula,,1.0
Bernadette payeur,,29.0
Bernar hébert,,11.0
Bernard beaupré,,1.0
Bernard bergeron,,1.0
Bernard boulard,,1.0
Bernard cleary,,0.0
Bernard dagenais,,6.0
Bernard derome,,1.0
Bernard devlin,,7.0
Bernard e. norrish,,8.0
Bernard fabi,,23.0
Bernard ferran,,2.0
Bernard gordon,,1.0
Bernard gérin,,0.0
Bernard hervieux,,0.0
Bernard lafontaine,,1.0
Bernard lajoie,,1.0
Bernard lalonde,,14.0
Bernard launois,,1.0
Bernard lebel,,0.0
Bernard legargeant,,2.0
Bernard lenteric,,1.0
Bernard letremble,,0.0
Bernard longpré,,0.0
Bernard luber,,1.0
Bernard rapp,,1.0
Bernard smith,,1.0
Bernard victor,,0.0
Bernard weber,,1.0
Bernard zukerman,,6.0
Bernd eichinger,,3.0
Bernd neuburger,,1.0
Bernhard sinkel,,1.0
Bernice vanderlaan,,2.0
Bert convy,,1.0
Bert friedlob,,1.0
Bert gottschalk,,0.0
Bert i. gordon,,1.0
Bert van bork,,1.0
Berthold bartosch,,1.0
Bertrand de solliers,,0.0
Bertrand gore,,1.0
Bertrand javal,,3.0
Bertrand lachance,,4.0
Bertrand langlois,,1.0
Bertrand scalabre,,1.0
Bertrand tavernier,,1.0
Bertrand van effenterre,,2.0
Bertrand weissgerber,,0.0
Beryl fox,,4.0
Beth zinkan,,0.0
Betsy carson,,0.0
Bettina ehrhardt,,1.0
Bettina hoffmann,,0.0
Betty box,,6.0
Betty palik,,1.0
Betty van belle,,1.0
Bev bliss,,0.0
Beverly shaffer,,0.0
Bianca bellange,,1.0
Bibi benoit,,4.0
Bill bolt,,1.0
Bill brodie,,0.0
Bill brownstein,,0.0
Bill burrod,,1.0
Bill carter,,0.0
Bill cohan,,1.0
Bill gough,,1.0
Bill hancock,,0.0
Bill imperial,,0.0
Bill luckwell,,1.0
Bill marchand,,1.0
Bill marks,,1.0
Bill melendez,,0.0
Bill murray,,1.0
Bill reid,,0.0
Bill robertson,,1.0
Bill roozeboom,,0.0
Bill ryan,,1.0
Bill smith,,1.0
Bill usher,,1.0
Bill wees,,1.0
Bill weiss,,0.0
Bill yanda,,0.0
Billy fine,,1.0
Billy wilder,,1.0
Bimal roy,,2.0
Bitte eskilsson,,0.0
Blair powers,,0.0
Blake corbet,,1.0
Blake edwards,,2.0
Blake gregory,,5.0
Bo christensen,,1.0
Bob barker,,0.0
Bob baylis,,1.0
Bob bliss,,1.0
Bob clark,,2.0
Bob coen,,0.0
Bob connoly,,1.0
Bob culbert,,1.0
Bob freeze,,1.0
Bob guccione,,1.0
Bob kelljan,,0.0
Bob krupinski,,2.0
Bob last,,0.0
Bob lower,,1.0
Bob mc kenna,,1.0
Bob mccullough,,1.0
Bob mckeown,,0.0
Bob moore,,0.0
Bob precht,,0.0
Bob presner,,1.0
Bob rioux,,1.0
Bob rodgers,,1.0
Bob sinclar,,1.0
Bob thorpe,,0.0
Bob weinstein,,1.0
Bob weis,,1.0
Bobbi frank,,1.0
Bobbi jo hart,,1.0
Bobby bedi,,1.0
Bobby may,,0.0
Bobby roth,,1.0
Bodil baebenroth,,3.0
Bogdan stefan,,1.0
Bogdan zizic,,1.0
Bonnie arnold,,1.0
Bonnie sherr klein,,4.0
Bonnie thompson,,1.0
Boran richard,,1.0
Borek sedivec,,0.0
Boris labbé,,1.0
Boris lehman,,6.0
Boris sagal,,1.0
Boris szulzinger,,1.0
Borris borresholm,,1.0
Bosco arochi,,0.0
Brad anderson,,1.0
Brad caslor,,0.0
Brad krevoy,,2.0
Brad lewis,,1.0
Bradford hallsworth,,1.0
Bradley jenkel,,1.0
Bram appel,,1.0
Brandi-ann milbradt,,5.0
Brenda keesal,,2.0
Brenda longfellow,,0.0
Brenda price,,1.0
Brendon lunney,,2.0
Brendon sawatzky,,1.0
Brent barclay,,1.0
Brent butt,,1.0
Brent schiess,,34.0
Bret macdonald,,1.0
Bret wood,,0.0
Brett story,,0.0
Brewster morgan,,1.0
Brian burgess,,1.0
Brian campbell,,2.0
Brian clemens,,1.0
Brian cosgrove,,1.0
Brian davis,,1.0
Brian dennis,,2.0
Brian epstein,,1.0
Brian lewis,,0.0
Brian mckenna,,1.0
Brian mckeown,,1.0
Brian perkins,,1.0
Brian pollard,,0.0
Brian schecter,,0.0
Brian smedley-aston,,1.0
Brian yuzna,,2.0
Brice garnier,,1.0
Bridget ikin,,1.0
Bridget johnson,,1.0
Brigitte archambault,,1.0
Brigitte berman,,0.0
Brigitte callieu,,1.0
Brigitte germain,,3.0
Brigitte lacasse,,1.0
Brigitte lemonde,,43.0
Brigitte léveillée,,1.0
Brigitte nadeau,,0.0
Brigitte pilote,,1.0
Brigitte poupart,,1.0
Brigitte vincent,,17.0
Bronwen hugues,,1.0
Bruce anderson,,1.0
Bruce bairnsfather,,1.0
Bruce campbell,,1.0
Bruce cohen,,1.0
Bruce cohn curtis,,1.0
Bruce davey,,1.0
Bruce dennis,,1.0
Bruce gilbert,,1.0
Bruce hills,,5.0
Bruce johnson,,1.0
Bruce labruce,,1.0
Bruce mackay,,2.0
Bruce mallen,,1.0
Bruce manning,,1.0
Bruce mcdonald,,2.0
Bruce norman,,4.0
Bruce pittman,,1.0
Bruce raymond,,1.0
Bruce ricker,,1.0
Bruce seth green,,1.0
Bruce sweeney,,1.0
Bruno baillargeon,,0.0
Bruno bianchi,,0.0
Bruno boulianne,,1.0
Bruno bozzetto,,10.0
Bruno carrière,,9.0
Bruno dubuc,,1.0
Bruno gautier,,1.0
Bruno guay,,0.0
Bruno harvey,,3.0
Bruno jobin,,30.0
Bruno levy,,2.0
Bruno muel,,0.0
Bruno pacheco,,1.0
Bruno paolinelli,,0.0
Bruno philip,,2.0
Bruno pucella,,1.0
Bruno pésery,,2.0
Bruno rosato,,1.0
Bruxelles marisa films,,1.0
Bryan foy,,1.0
Bud hastin,,1.0
Buddy desylva,,1.0
Burny bos,,1.0
Buzz feitshans,,1.0
Béatrice barton,,1.0
Béatrice hajjar,,1.0
Bélinda haas,,1.0
Bérengère casanova,,1.0
C.o. erickson,,1.0
Caitlin hicks,,1.0
Cal shumiatcher,,1.0
Cale boyter,,1.0
Camelia frieberg,,3.0
Cameron graham,,1.0
Camil adam,,1.0
Camille bernard,,3.0
Camille maheux,,1.0
Camille tramichel,,2.0
Camillo teti,,1.0
Camilo vives,,1.0
Cari green,,0.0
Carl alacchi,,1.0
Carl bessai,,3.0
Carl beyer,,0.0
Carl brubacher,,1.0
Carl charlson,,1.0
Carl foreman,,1.0
Carl harris,,2.0
Carl koch,,6.0
Carl laemmle,,6.0
Carl lafontant,,1.0
Carl laudan,,1.0
Carl leblanc,,4.0
Carl mayer,,1.0
Carl r. carter,,1.0
Carl samson,,0.0
Carl ulrich,,4.0
Carla nemiroff,,0.0
Carlo guillermo proto,,0.0
Carlo jose bassoli,,1.0
Carlo lizzani,,1.0
Carlo minaldi,,1.0
Carlo nebiolo,,1.0
Carlo ponti,,25.0
Carlo sigon,,0.0
Carlos alvarez,,1.0
Carlos ferrand,,2.0
Carlos soldevila,,15.0
Carlos sousa,,1.0
Carma hinton,,0.0
Carmelle pilon,,1.0
Carmen bourassa,,15.0
Carmen bélair,,1.0
Carmen garcia,,2.0
Carmen jolin,,1.0
Carol babin,,0.0
Carol epstein,,0.0
Carol faucher,,1.0
Carol prieur,,1.0
Carol reed,,1.0
Carole bienaimé,,1.0
Carole caron,,0.0
Carole couture,,1.0
Carole diodati,,4.0
Carole ducharme,,2.0
Carole dufour,,65.0
Carole gagliardi,,2.0
Carole genesse,,1.0
Carole gravel,,1.0
Carole hay,,1.0
Carole laganière,,1.0
Carole laure,,4.0
Carole mondello,,2.0
Carole o'brien,,1.0
Carole poliquin,,0.0
Carole scotta,,4.0
Carole thibeault,,6.0
Caroline adrian,,1.0
Caroline ahlfors mouris,,1.0
Caroline benjo,,1.0
Caroline bergoin,,1.0
Caroline galipeau,,1.0
Caroline héroux,,7.0
Caroline labrèche,,1.0
Caroline langill,,1.0
Caroline leaf,,1.0
Caroline maria,,0.0
Caroline martel,,1.0
Caroline tabah,,2.0
Carolyne goyette,,4.0
Carolyne mcmaster,,1.0
Carolynne bell,,3.0
Carsten holst,,0.0
Carter stevens,,1.0
Caryl brandt,,1.0
Cassandra schafhausen,,1.0
Cathal gaffney,,0.0
Catherine allard,,0.0
Catherine alvaresse,,0.0
Catherine annau,,0.0
Catherine bailey,,1.0
Catherine bainbridge,,3.0
Catherine bouguereau,,1.0
Catherine breton,,3.0
Catherine bureau,,0.0
Catherine chagnon,,2.0
Catherine drolet,,0.0
Catherine frey,,1.0
Catherine gagné,,1.0
Catherine hébert,,0.0
Catherine jacques,,2.0
Catherine loumède,,2.0
Catherine macleod,,0.0
Catherine martin,,2.0
Catherine masud,,1.0
Catherine mullins,,3.0
Catherine olsen,,1.0
Catherine pappas,,0.0
Catherine veaux-logeat,,0.0
Catherine viau,,5.0
Catherine vien-labeaume,,1.0
Cecil b. de mille,,2.0
Cecil lewis,,2.0
Cecil m. hepworth,,1.0
Cecil maiden,,1.0
Cecil musk,,1.0
Cecilia araneda,,2.0
Cecilia cope,,1.0
Cecily burwash,,3.0
Cesare battista,,0.0
Cesareo gonzalez,,2.0
Chad archibald,,2.0
Chad hammes,,1.0
Chako van leeuwen,,1.0
Chan d. park,,2.0
Chantal bowen,,0.0
Chantal bélanger,,4.0
Chantal dahan,,0.0
Chantal drapeau,,0.0
Chantal dupont,,1.0
Chantal fontaine,,2.0
Chantal labonté,,1.0
Chantal lacroix,,8.0
Chantal lafleur,,14.0
Chantal lapaire,,1.0
Chantal lussier,,0.0
Chantal montgomery,,1.0
Chantal perrin,,1.0
Chantale bujold,,16.0
Chantale vaillancourt,,1.0
Charbel aoun,,1.0
Charles a. pratt,,1.0
Charles b. pierce,,2.0
Charles band,,3.0
Charles barabé,,1.0
Charles barton,,1.0
Charles battesti,,1.0
Charles beddoe,,0.0
Charles borderie,,1.0
Charles brackett,,1.0
Charles de noailles,,1.0
Charles desmarteau,,0.0
Charles doucet,,1.0
Charles e. ford,,0.0
Charles einstein,,0.0
Charles faubert,,0.0
"Charles g., jr. mortimer",,2.0
