nomComplet,genre,nombreDeFilms
Louis m. heyward,Drame,0.0
Louis malle,Drame,0.0
Louis massicotte,Drame,1.0
Louis morissette,Drame,0.0
Louis paquin,Drame,0.0
Louis piché,Drame,0.0
Louis portugais,Drame,0.0
Louis ricard,Drame,0.0
Louis trépanier,Drame,0.0
Louis w. kellman,Drame,0.0
Louis wipf,Drame,0.0
Louis-a. lapointe,Drame,0.0
Louis-albert serrut,Drame,0.0
Louis-andré lebrun,Drame,0.0
Louis-claude thibault,Drame,0.0
Louis-david morasse,Drame,0.0
Louis-georges tétreault,Drame,0.0
Louis-josé houde,Drame,0.0
Louis-paul allard,Drame,0.0
Louis-paul legault,Drame,0.0
Louis-philippe drolet,Drame,0.0
Louis-philippe eno,Drame,0.0
Louis-philippe rivard,Drame,0.0
Louis-philippe rochon,Drame,1.0
Louise baillargeon,Drame,0.0
Louise boucher,Drame,0.0
Louise bourque,Drame,0.0
Louise burns,Drame,0.0
Louise carré,Drame,0.0
Louise clark,Drame,0.0
Louise clinton,Drame,0.0
Louise dallaire,Drame,1.0
Louise desrosiers,Drame,0.0
Louise doyon,Drame,0.0
Louise filion,Drame,0.0
Louise garfield,Drame,0.0
Louise gendron,Drame,1.0
Louise jobin,Drame,1.0
Louise lalonde,Drame,0.0
Louise lamarre,Drame,0.0
Louise lantagne,Drame,1.0
Louise lemelin,Drame,0.0
Louise leroux,Drame,0.0
Louise lore,Drame,0.0
Louise ranger,Drame,0.0
Louise richard,Drame,0.0
Louise richer,Drame,0.0
Louise sabourin,Drame,0.0
Louise surprenant,Drame,0.0
Louise viens,Drame,0.0
"Louise, montréal cloutier",Drame,0.0
Louise-marie beauchamp,Drame,0.0
Louisette neil,Drame,0.0
Loïc guyot,Drame,0.0
Luc alarie,Drame,0.0
Luc beauchamp,Drame,0.0
Luc besson,Drame,0.0
Luc bourdon,Drame,0.0
Luc boutin,Drame,0.0
Luc châtelain,Drame,1.0
Luc courchesne,Drame,0.0
Luc cyr,Drame,0.0
Luc côté,Drame,0.0
Luc dardenne,Drame,1.0
Luc dauphin,Drame,0.0
Luc déry,Drame,0.0
Luc gervais,Drame,0.0
Luc harvey,Drame,0.0
Luc lainé,Drame,0.0
Luc lamy,Drame,0.0
Luc langevin,Drame,0.0
Luc martin-gousset,Drame,0.0
Luc martineau,Drame,2.0
Luc moullet,Drame,0.0
Luc pien,Drame,0.0
Luc renaud,Drame,0.0
Luc rousseau,Drame,0.0
Luc st-pierre,Drame,0.0
Luc vandal,Drame,2.0
Luc verville,Drame,0.0
Luc vincent-savard,Drame,0.0
Luc wiseman,Drame,2.0
Luc-martin gousset,Drame,0.0
Luce richard,Drame,0.0
Luce roy,Drame,0.0
Lucian pintilié,Drame,0.0
Luciano cattania,Drame,0.0
Luciano de feo,Drame,0.0
Luciano gloor,Drame,0.0
Luciano lisi,Drame,0.0
Luciano martino,Drame,1.0
Lucie boulanger,Drame,0.0
Lucie lambert,Drame,0.0
Lucie marion,Drame,0.0
Lucie pageau,Drame,0.0
Lucie poulin,Drame,0.0
Lucie sauvé,Drame,0.0
Lucie tremblay,Drame,1.0
Lucie veillet,Drame,1.0
Lucie vigneault,Drame,0.0
Lucien censier,Drame,0.0
Lucien duval,Drame,0.0
Lucien hustaix,Drame,0.0
Lucien masson,Drame,0.0
Lucien viard,Drame,0.0
Lucille fluet,Drame,0.0
Lucille veilleux,Drame,0.0
Lucio bompani,Drame,0.0
Lucio marcuzzo,Drame,0.0
Lucki stipetic,Drame,0.0
Lucy barreto,Drame,0.0
Ludmilla goulian,Drame,0.0
Ludovic gauthier,Drame,0.0
Luggi waldleitner,Drame,0.0
Luigi carpentier,Drame,0.0
Luigi carpentieri,Drame,1.0
Luigi de laurentiis,Drame,0.0
Luigi mannerini,Drame,0.0
Luigi mondello,Drame,0.0
Luigi petrucci,Drame,0.0
Luigi rovere,Drame,1.0
"Luigi, rome carpentieri",Drame,0.0
Luis barraquero,Drame,0.0
Luis bertrand,Drame,0.0
Luis buñuel,Drame,0.0
Luis lago,Drame,0.0
Luis lam,Drame,0.0
Luis sartor,Drame,0.0
Luisa ventura,Drame,0.0
Luise massari,Drame,0.0
Lukas stepanik,Drame,0.0
Luke bélanger,Drame,1.0
Lygia pape,Drame,0.0
Lyman dayton,Drame,0.0
Lyman judson,Drame,0.0
Lynda beaulieu,Drame,0.0
Lynda cope,Drame,0.0
Lynda myles,Drame,0.0
Lyne cléroux,Drame,0.0
Lynn gosselin,Drame,0.0
Lynn mirabito,Drame,0.0
Lynn smith,Drame,0.0
Lynne denault,Drame,0.0
Lynne stopkewich,Drame,0.0
Lynne wilson,Drame,0.0
Lynnie mcelwee,Drame,0.0
Lysanne thibodeau,Drame,0.0
Lyse lafontaine,Drame,2.0
Léa pascal,Drame,0.0
Léo henrichon,Drame,0.0
Léo-ernest ouimet,Drame,0.0
Léon daco,Drame,0.0
Léon fromkess,Drame,0.0
Léon g. arcand,Drame,0.0
Léon pérahia,Drame,0.0
Léon sanz,Drame,0.0
Léonard forest,Drame,0.0
Léopold wyler,Drame,0.0
M. clément,Drame,0.0
M. rands,Drame,0.0
M.s gouble,Drame,0.0
Maciej zakrzewski,Drame,0.0
Mack sennett,Drame,0.0
Mactar silla,Drame,0.0
Madeleine casanova-rodriguez,Drame,0.0
Madeleine lévesque,Drame,0.0
Mag bodard,Drame,0.0
Magaly báez vargas,Drame,0.0
Magdalena barycz,Drame,0.0
Maggie gillet,Drame,1.0
Maggie renzi,Drame,0.0
Magie gillet,Drame,0.0
Magnus isacsson,Drame,0.0
Mahoto motohashi,Drame,0.0
Mai masri,Drame,0.0
Majdi el-omari,Drame,0.0
Makoto seya,Drame,0.0
Mal hoskin,Drame,0.0
Malca gillson,Drame,0.0
Malcolm cecil,Drame,0.0
Malcolm clarke,Drame,0.0
Malcolm guy,Drame,0.0
Malcolm rogge,Drame,0.0
Malcolm sutherland,Drame,0.0
Malek akkad,Drame,0.0
Maleno malenotti,Drame,0.0
Manlio morelli,Drame,0.0
Manny pittson,Drame,0.0
Manolo bolognini,Drame,1.0
Manon barbeau,Drame,0.0
Manon bougie,Drame,0.0
Manon briand,Drame,0.0
Manon labrecque,Drame,0.0
Manon leblanc,Drame,0.0
Manon limoges,Drame,1.0
Manouby larif,Drame,0.0
Mans reuterswärd,Drame,0.0
Manuel otéro,Drame,0.0
Marc andré berthiaume,Drame,0.0
Marc beaudet,Drame,0.0
Marc bertrand,Drame,0.0
Marc biron,Drame,0.0
Marc bisaillon,Drame,0.0
Marc blais,Drame,0.0
Marc bordure,Drame,0.0
Marc bouchard,Drame,0.0
Marc boyer,Drame,0.0
Marc boyman,Drame,0.0
Marc brault,Drame,0.0
Marc brouillette,Drame,0.0
Marc charbonneau,Drame,0.0
Marc cloutier,Drame,0.0
Marc côté,Drame,0.0
Marc daigle,Drame,4.0
Marc dubé,Drame,0.0
Marc f. voizard,Drame,0.0
Marc fournel,Drame,0.0
Marc gagnier,Drame,0.0
Marc giguère,Drame,0.0
Marc girard,Drame,0.0
Marc guidoni,Drame,0.0
Marc gélinas,Drame,0.0
Marc lamothe,Drame,0.0
Marc lepelletier,Drame,0.0
Marc lesage,Drame,0.0
Marc missonnier,Drame,1.0
Marc o'connor,Drame,0.0
Marc paradis,Drame,0.0
Marc piton,Drame,0.0
Marc poellhuber,Drame,0.0
Marc poulin,Drame,2.0
Marc renaud,Drame,0.0
Marc rocco,Drame,0.0
Marc s. grenier,Drame,0.0
Marc saint-pierre,Drame,0.0
Marc st-onge,Drame,0.0
Marc tawil,Drame,0.0
Marc thomas-dupuis,Drame,0.0
Marc trudeau,Drame,0.0
Marc van buuren,Drame,0.0
Marc voizard,Drame,0.0
Marc-andré faucher,Drame,0.0
Marc-andré lavoie,Drame,0.0
Marc-antoine lemire,Drame,0.0
Marcel barbeau,Drame,0.0
Marcel blistène,Drame,0.0
Marcel chouinard,Drame,0.0
Marcel clément,Drame,0.0
Marcel collet,Drame,0.0
Marcel croella,Drame,0.0
Marcel dassault,Drame,0.0
Marcel de hubsch,Drame,0.0
Marcel fraser,Drame,0.0
Marcel g. sabourin,Drame,0.0
Marcel gabriel sabourin,Drame,0.0
Marcel giroux,Drame,1.0
Marcel hanoun,Drame,1.0
Marcel hellman,Drame,1.0
Marcel hoehn,Drame,0.0
Marcel ichac,Drame,0.0
Marcel jean,Drame,0.0
Marcel larivée,Drame,0.0
Marcel marceau,Drame,0.0
Marcel martin,Drame,0.0
Marcel pagnol,Drame,0.0
Marcel pothier,Drame,0.0
Marcel poulin,Drame,0.0
Marcel provençal,Drame,0.0
Marcel royer,Drame,0.0
Marcel seren,Drame,0.0
Marcel simard,Drame,0.0
Marcelle ponti,Drame,0.0
Marcelle racine,Drame,0.0
Marcelline gemme,Drame,0.0
Marcello bollero,Drame,0.0
Marcia couëlle,Drame,0.0
Marcia pilote,Drame,0.0
Marco de blois,Drame,0.0
Marco frascarelli,Drame,0.0
Marco poccioni,Drame,1.0
Marco valsania,Drame,1.0
Marco vicario,Drame,0.0
Marcos zervas,Drame,0.0
Marcy page,Drame,0.0
Margaret dale,Drame,0.0
Margaret dallin,Drame,0.0
Margaret j. winkler,Drame,0.0
Margaret loesch,Drame,0.0
Margaret menegoz,Drame,2.0
Margaret perry,Drame,0.0
Margaret pettigrew,Drame,0.0
Margarita alexandre,Drame,0.0
Margaux armot,Drame,0.0
Margot klausner,Drame,1.0
Marguerite duparc,Drame,2.0
Marguerite duparc lefebvre,Drame,0.0
Maria gracia turgeon,Drame,0.0
Maria laskar,Drame,0.0
Marian brayton,Drame,0.0
Marian sitek,Drame,0.0
Marianik giffard,Drame,0.0
Marianik griffard,Drame,0.0
Marianne bourdouxhe,Drame,0.0
Marianne farley,Drame,0.0
Marianne lachance,Drame,0.0
Mariano franco,Drame,0.0
Marie balducchi,Drame,0.0
Marie barcelo,Drame,0.0
Marie beaulieu,Drame,0.0
Marie brissette,Drame,0.0
Marie bro,Drame,0.0
Marie brodeur,Drame,0.0
Marie chouinard,Drame,0.0
Marie décary,Drame,0.0
Marie giroux,Drame,0.0
Marie gros,Drame,0.0
Marie hélène ranc,Drame,0.0
Marie lalonde,Drame,0.0
Marie lise beaudois,Drame,0.0
Marie mandy,Drame,0.0
Marie nadeau,Drame,0.0
Marie potvin,Drame,0.0
Marie seton,Drame,0.0
Marie toussaint,Drame,0.0
Marie vien,Drame,0.0
Marie-andrée mauger,Drame,0.0
Marie-andrée vinet,Drame,0.0
Marie-andrée wallot,Drame,0.0
Marie-ange barbancourt,Drame,0.0
Marie-carole noël,Drame,0.0
Marie-christine de montbrial,Drame,0.0
Marie-christine lezzi,Drame,1.0
Marie-christine mercier,Drame,0.0
Marie-christine pouliot,Drame,0.0
Marie-claire lalonde,Drame,0.0
Marie-claude beauchamp,Drame,0.0
Marie-claude brunelle,Drame,0.0
Marie-claude coutu,Drame,0.0
Marie-claude desrochers,Drame,0.0
Marie-claude dionne,Drame,0.0
Marie-claude dufour,Drame,0.0
Marie-claude filteau,Drame,0.0
Marie-claude goodwin,Drame,0.0
Marie-claude morazain,Drame,0.0
Marie-claude poulin,Drame,1.0
Marie-claude vallerand,Drame,0.0
Marie-claude wolfe,Drame,0.0
Marie-danielle hynes,Drame,0.0
Marie-denise douyon,Drame,0.0
Marie-dominique girodet,Drame,1.0
Marie-france bazzo,Drame,0.0
Marie-france côté,Drame,0.0
Marie-france giraudon,Drame,0.0
Marie-france lemay,Drame,0.0
Marie-françoise gay,Drame,0.0
Marie-françoise roche,Drame,0.0
Marie-geneviève chabot,Drame,0.0
Marie-hélène copti,Drame,0.0
Marie-hélène cousineau,Drame,0.0
Marie-hélène laurin,Drame,0.0
Marie-hélène lebeau-taschereau,Drame,0.0
Marie-hélène panisset,Drame,0.0
Marie-hélène roy,Drame,0.0
Marie-hélène taschereau,Drame,0.0
Marie-hélène tremblay,Drame,0.0
Marie-jo corajoud,Drame,0.0
Marie-josé raymond,Drame,0.0
Marie-josée corbeil,Drame,0.0
Marie-josée larocque,Drame,0.0
Marie-josée laroque,Drame,0.0
Marie-josée raymond,Drame,0.0
Marie-josée saint-pierre,Drame,0.0
Marie-justine fournier,Drame,0.0
Marie-laure reyre,Drame,2.0
Marie-lise beaudoin,Drame,0.0
Marie-luc beaudin,Drame,0.0
Marie-pascale dubé,Drame,0.0
Marie-pascale osterrieth,Drame,0.0
Marie-pierre corriveau,Drame,0.0
Marie-pierre grenier,Drame,0.0
Marie-pierre tétreault,Drame,0.0
Marie-soleil st-michel,Drame,0.0
Marie-thérèse mongeon,Drame,0.0
Marie-ève dallaire,Drame,0.0
Marie-ève juste-blain,Drame,0.0
Marie-ève pelletier,Drame,0.0
Marie-ève tremblay,Drame,0.0
Marie-élaine nadeau,Drame,0.0
Marie-êve mercier,Drame,0.0
Marielle duigou,Drame,1.0
Marielle nitoslawska,Drame,0.0
Marilyn watelet,Drame,0.0
Marilène bastien,Drame,0.0
Marilú mallet,Drame,1.0
Marin karmitz,Drame,4.0
Marina cicogna,Drame,0.0
Marina cigogna,Drame,0.0
Marina gefter,Drame,0.0
Marina klimoff,Drame,0.0
Mario bartolini,Drame,0.0
Mario bolduc,Drame,0.0
Mario bonenfant,Drame,0.0
Mario borghi,Drame,0.0
Mario calvé,Drame,0.0
Mario cecchi gori,Drame,1.0
Mario chabot,Drame,0.0
Mario clément,Drame,0.0
Mario côté,Drame,0.0
Mario desmarais,Drame,0.0
Mario francisci,Drame,0.0
Mario geneau,Drame,0.0
Mario maffei,Drame,0.0
Mario monicelli,Drame,0.0
Mario sotela,Drame,0.0
Mario st-laurent,Drame,0.0
Mario turcotte,Drame,0.0
Mario zampi,Drame,0.0
Mario-pierre paquet,Drame,0.0
Marion coty,Drame,0.0
Marion dejugnat,Drame,0.0
Marion hänsel,Drame,0.0
Marita coustet,Drame,1.0
Marj graham,Drame,0.0
Marjorie lazaro,Drame,0.0
Marjorie morton,Drame,0.0
Mark achbar,Drame,0.0
Mark almon,Drame,1.0
Mark amin,Drame,0.0
Mark appel,Drame,0.0
Mark blandford,Drame,0.0
Mark borde,Drame,1.0
Mark buntzman,Drame,0.0
Mark chatel,Drame,0.0
Mark collings,Drame,0.0
Mark damon,Drame,0.0
Mark drop,Drame,0.0
Mark eden-towle,Drame,0.0
Mark forstater,Drame,1.0
Mark gamble,Drame,0.0
Mark hellinger,Drame,0.0
Mark irwin,Drame,0.0
Mark johnson,Drame,0.0
Mark lazare,Drame,0.0
Mark lazarre,Drame,0.0
Mark mamalakis,Drame,0.0
Mark mccorkle,Drame,0.0
Mark mcneilly,Drame,0.0
Mark morgenstern,Drame,0.0
Mark o'connor,Drame,0.0
Mark patrick mcguire,Drame,0.0
Mark sawers,Drame,1.0
Mark slade,Drame,0.0
Mark slone,Drame,0.0
Mark sonoda,Drame,0.0
Mark winemaker,Drame,0.0
Mark woodcock,Drame,0.0
Mark zannis,Drame,0.0
Marleen beaulieu,Drame,0.0
Marlene edoyan,Drame,0.0
Marlene millar,Drame,0.0
Marley sniatowsky,Drame,0.0
Marlies graf,Drame,0.0
Maroun baghdadi,Drame,1.0
Marquise lepage,Drame,0.0
Marrin canell,Drame,0.0
Marrin cannell,Drame,0.0
Marshall chess,Drame,0.0
Marshall vernet,Drame,0.0
Marten berkman,Drame,1.0
Martha de laurentiis,Drame,0.0
Martial berthot,Drame,0.0
Martin allard,Drame,0.0
Martin banville,Drame,0.0
Martin barry,Drame,0.0
Martin berardelli,Drame,0.0
Martin bolduc,Drame,0.0
Martin bregman,Drame,0.0
Martin bureau,Drame,0.0
Martin chamberlain snape,Drame,0.0
Martin defalco,Drame,0.0
Martin doepner,Drame,0.0
Martin edralin,Drame,0.0
Martin fournier,Drame,0.0
Martin g. baker,Drame,0.0
Martin gardner,Drame,0.0
Martin gauthier,Drame,0.0
Martin gendron,Drame,0.0
Martin gravel,Drame,0.0
Martin green,Drame,0.0
Martin guérin,Drame,0.0
Martin harbury,Drame,0.0
Martin henri,Drame,0.0
Martin hurtubise,Drame,0.0
Martin l'abbé,Drame,0.0
Martin l'écuyer,Drame,0.0
Martin lafrance,Drame,0.0
Martin lambert,Drame,0.0
Martin laroche,Drame,1.0
Martin leclerc,Drame,0.0
Martin mcdonagh,Drame,0.0
Martin melcher,Drame,0.0
Martin mercier,Drame,0.0
Martin métivier,Drame,0.0
Martin paul hus,Drame,0.0
Martin paul-hus,Drame,1.0
Martin petit,Drame,0.0
Martin rackin,Drame,0.0
Martin ransohoff,Drame,1.0
Martin ritt,Drame,0.0
Martin rodolphe villeneuve,Drame,0.0
Martin rose,Drame,0.0
Martin rosen,Drame,0.0
Martin roy,Drame,0.0
Martin saint-pierre,Drame,0.0
Martin scorsese,Drame,0.0
Martin talbot,Drame,0.0
Martin thibaudeau,Drame,0.0
Martin trow-lépine,Drame,0.0
Martin ulrich,Drame,0.0
Martin vaillancourt,Drame,0.0
Martin villeneuve,Drame,0.0
Martina niland,Drame,0.0
Martine allard,Drame,0.0
Martine asselin,Drame,0.0
Martine beauchemin,Drame,0.0
Martine forand,Drame,0.0
Martine fortin,Drame,0.0
Martine larouche,Drame,0.0
Martine mauroy,Drame,0.0
Martine quinty,Drame,0.0
Marty galin,Drame,0.0
Marty gross,Drame,0.0
Marty katz,Drame,0.0
Marty stone,Drame,0.0
Marv newland,Drame,0.0
Marvin woodward,Drame,0.0
Mary ann fisher,Drame,0.0
Mary armstrong,Drame,0.0
Mary clements,Drame,0.0
Mary ellen bute,Drame,0.0
Mary ellen davis,Drame,0.0
Mary ensign,Drame,0.0
Mary fowles,Drame,0.0
Mary kane,Drame,1.0
Mary kirby,Drame,0.0
Mary l. aloe,Drame,0.0
Mary mackay-smith,Drame,0.0
Mary pickford,Drame,0.0
Mary sweeney,Drame,0.0
Mary thomas,Drame,0.0
Mary walsh,Drame,0.0
Maryanne zéhil,Drame,0.0
Maryke mcewen,Drame,0.0
Maryse chapdelaine,Drame,0.0
Maryse métivier,Drame,0.0
Maryse rouillard,Drame,0.0
Masaharu kokaji,Drame,1.0
Masaichi nagata,Drame,0.0
Masaki kobayashi,Drame,0.0
Masayuki sato,Drame,0.0
Mason novick,Drame,1.0
Mathew hayden,Drame,0.0
Mathias bernard,Drame,0.0
Mathieu amadei,Drame,0.0
Mathieu arsenault,Drame,0.0
Mathieu bergeron,Drame,0.0
Mathieu denis,Drame,0.0
Mathieu girard,Drame,0.0
Mathieu grondin,Drame,0.0
Mathieu henchoz,Drame,0.0
Mathieu l. denis,Drame,0.0
Mathieu leblanc,Drame,0.0
Mathieu lefrançois-gauvreau,Drame,0.0
Mathieu ratthé,Drame,0.0
Mathieu roy,Drame,0.0
Mathilde boucher-mcgraw,Drame,0.0
Matt carroll,Drame,0.0
Matt zimbel,Drame,0.0
Matthew bishop,Drame,0.0
Matthew cervi,Drame,0.0
Matthew forbes,Drame,0.0
Matthew jemus,Drame,0.0
Matthew kennedy,Drame,0.0
Matthew lancit,Drame,0.0
Matthew rankin,Drame,0.0
Matthew saliba,Drame,0.0
Matthew stein,Drame,0.0
Matthieu tarot,Drame,0.0
Matías mendelevich,Drame,0.0
Maude bouchard,Drame,0.0
Maude michaud,Drame,0.0
Maura dunbar,Drame,0.0
Maura kealey,Drame,0.0
Maureen judge,Drame,0.0
Maureen zizzi,Drame,0.0
Maurice bernart,Drame,0.0
Maurice blackburn,Drame,0.0
Maurice brover,Drame,0.0
Maurice cowan,Drame,1.0
Maurice devereaux,Drame,0.0
Maurice falardeau,Drame,0.0
Maurice geraghty,Drame,1.0
Maurice gilli,Drame,0.0
Maurice giraud,Drame,0.0
Maurice illouz,Drame,0.0
Maurice kanbar,Drame,0.0
Maurice king,Drame,0.0
Maurice montgrain,Drame,0.0
Maurice pialat,Drame,1.0
Maurice proulx,Drame,0.0
Maurice ribière,Drame,0.0
Maurice smith,Drame,0.0
Maurice taszman,Drame,0.0
Maurice tinchant,Drame,0.0
Maury dexter,Drame,0.0
Max berdowski,Drame,0.0
Max boenisch,Drame,0.0
Max feldman,Drame,0.0
Max fisher,Drame,1.0
Max fleischer,Drame,0.0
Max galinsky,Drame,0.0
Max glass,Drame,0.0
Max gordon,Drame,1.0
Max j. rosenberg,Drame,1.0
Max scherr,Drame,0.0
Maxim roy,Drame,0.0
Maxime bernard,Drame,0.0
Maxime bérubé,Drame,0.0
Maxime côté,Drame,0.0
Maxime giroux,Drame,0.0
Maxime perrier,Drame,0.0
Maxime rhéaume,Drame,0.0
Maxime rémillard,Drame,1.0
Maxime vanasse,Drame,0.0
Maxime-claude l'écuyer,Drame,0.0
Maxine crook,Drame,0.0
Maxine samuels,Drame,0.0
Maya feuillette,Drame,0.0
Maya gallus,Drame,0.0
Maïa nadon-chbib,Drame,1.0
Meena murugesan,Drame,0.0
Meera margaret singh,Drame,0.0
Megan whitcher,Drame,0.0
Mehernaz lentin,Drame,0.0
Mehmet aktas,Drame,0.0
Mel welles,Drame,0.0
Melanie coombs,Drame,0.0
Melanie grisanti,Drame,0.0
Melburn e. turner,Drame,0.0
Melissa malkin,Drame,1.0
Melissa mira,Drame,0.0
Melvin simon,Drame,0.0
Melvin van peebles,Drame,0.0
Menahem golam,Drame,0.0
Menahem golan,Drame,1.0
Meredith fowke,Drame,0.0
Merian c. cooper,Drame,2.0
Merian cooper,Drame,0.0
Merit jensen-carr,Drame,0.0
Mervyn leroy,Drame,0.0
Meyer shwarzstein,Drame,0.0
Miara martell,Drame,0.0
Micaela oprescu,Drame,0.0
Mical havlik,Drame,0.0
Michael a. brun,Drame,0.0
Michael allder,Drame,0.0
Michael andrews,Drame,0.0
Michael balcon,Drame,1.0
Michael barden,Drame,0.0
Michael barnes,Drame,0.0
Michael bennett,Drame,0.0
Michael blackwood,Drame,0.0
Michael brockington,Drame,0.0
Michael brownstone,Drame,0.0
Michael bryans,Drame,0.0
Michael burns,Drame,0.0
Michael caine,Drame,0.0
Michael campus,Drame,0.0
Michael carreras,Drame,0.0
Michael chase,Drame,0.0
Michael cohen,Drame,0.0
Michael costom,Drame,0.0
Michael crichton,Drame,0.0
Michael d. spencer,Drame,0.0
Michael dana murphy,Drame,0.0
Michael deeley,Drame,1.0
Michael doherty,Drame,0.0
Michael donovan,Drame,0.0
Michael doxtater,Drame,0.0
Michael emanuel,Drame,0.0
Michael finnell,Drame,0.0
Michael fukushima,Drame,0.0
Michael gazetes,Drame,0.0
Michael grant,Drame,0.0
Michael haggiag,Drame,0.0
Michael harris,Drame,0.0
Michael havas,Drame,0.0
Michael hertzberg,Drame,0.0
Michael herz,Drame,0.0
Michael hirsch,Drame,0.0
Michael hirsh,Drame,0.0
Michael joens,Drame,0.0
Michael jones,Drame,0.0
Michael jorgensen,Drame,0.0
Michael kanin,Drame,1.0
Michael klinger,Drame,0.0
Michael kronish,Drame,0.0
Michael l. klein,Drame,0.0
Michael lebowitz,Drame,0.0
Michael macdonald,Drame,0.0
Michael macmillan,Drame,1.0
Michael macready,Drame,0.0
Michael maltby,Drame,0.0
Michael mann,Drame,0.0
Michael mckennirey,Drame,0.0
Michael mcmahon,Drame,0.0
Michael mcnamara,Drame,0.0
Michael mills,Drame,0.0
Michael mk siu,Drame,0.0
Michael moore,Drame,0.0
Michael myerberg,Drame,0.0
Michael n. ruggiero,Drame,0.0
Michael nelson,Drame,1.0
Michael nesmith,Drame,0.0
Michael o'farrell,Drame,0.0
Michael p. aust,Drame,0.0
Michael peyser,Drame,0.0
Michael powell,Drame,4.0
Michael prupas,Drame,0.0
Michael relph,Drame,2.0
Michael rosen,Drame,0.0
Michael rubbo,Drame,0.0
Michael schoemann,Drame,0.0
Michael scott,Drame,0.0
Michael shamberg,Drame,0.0
Michael sharfstein,Drame,1.0
Michael shvily,Drame,0.0
Michael slack,Drame,0.0
Michael snow,Drame,0.0
Michael spencer,Drame,0.0
Michael spivak,Drame,0.0
Michael springate,Drame,0.0
Michael style,Drame,0.0
Michael tapuach,Drame,0.0
Michael truman,Drame,0.0
Michael van den bos,Drame,0.0
Michael viner,Drame,0.0
Michael winner,Drame,0.0
Michael yaroshevsky,Drame,0.0
Michael-oliver harding,Drame,0.0
Michel ardan,Drame,1.0
Michel audy,Drame,0.0
Michel beaudet,Drame,0.0
Michel belaieff,Drame,0.0
Michel bissonnette,Drame,0.0
Michel bouchard,Drame,0.0
Michel brault,Drame,0.0
Michel breton,Drame,0.0
Michel bériault,Drame,0.0
Michel cacoyannis,Drame,0.0
Michel caron,Drame,0.0
Michel chambat,Drame,0.0
Michel chamberland,Drame,0.0
Michel chioini,Drame,0.0
Michel clairmont,Drame,0.0
Michel colgan,Drame,1.0
Michel courtemanche,Drame,0.0
Michel cousin,Drame,0.0
Michel croteau,Drame,0.0
Michel cusson,Drame,0.0
Michel d' astous,Drame,3.0
Michel d' olivier,Drame,0.0
Michel dandavino,Drame,0.0
Michel david,Drame,0.0
Michel descombes,Drame,0.0
Michel drach,Drame,0.0
Michel drucker,Drame,0.0
Michel feller,Drame,0.0
Michel fleury,Drame,0.0
Michel fortin,Drame,0.0
Michel frichet,Drame,0.0
Michel gaboury,Drame,0.0
Michel garneau,Drame,0.0
Michel gaumont,Drame,0.0
Michel gauriat,Drame,0.0
Michel gauthier,Drame,1.0
Michel gonneville,Drame,0.0
Michel gélinas,Drame,0.0
Michel henri,Drame,0.0
Michel hébert,Drame,0.0
Michel jacob,Drame,0.0
Michel jetté,Drame,1.0
Michel juliani,Drame,0.0
Michel khleifi,Drame,0.0
Michel koustoff,Drame,0.0
Michel l. lemire,Drame,0.0
Michel la veaux,Drame,0.0
Michel laliberté,Drame,0.0
Michel lamothe,Drame,0.0
Michel larose,Drame,0.0
Michel lemieux,Drame,0.0
Michel lemire,Drame,0.0
Michel mardore,Drame,0.0
Michel martin,Drame,0.0
Michel merkt,Drame,1.0
Michel mintrot,Drame,0.0
Michel moreau,Drame,0.0
Michel mosca,Drame,1.0
Michel ouellet,Drame,0.0
Michel ouellette,Drame,0.0
Michel préfontaine,Drame,1.0
Michel pétin,Drame,0.0
Michel richard,Drame,0.0
Michel rousseau,Drame,0.0
Michel régnier,Drame,0.0
Michel safra,Drame,2.0
Michel saint-jean,Drame,0.0
Michel salkind,Drame,0.0
Michel sarao,Drame,0.0
Michel seydoux,Drame,1.0
Michel simon,Drame,0.0
Michel siry,Drame,0.0
Michel st-cyr,Drame,0.0
Michel sweerts,Drame,0.0
Michel séguin,Drame,0.0
Michel tousignant,Drame,0.0
Michel trudeau,Drame,4.0
Michel vergnes,Drame,0.0
Michel vincent,Drame,0.0
Michel zgarka,Drame,0.0
Michel zémer,Drame,0.0
Michele francis,Drame,0.0
Michele sands,Drame,1.0
Michele tredger,Drame,0.0
Michele wolkoff,Drame,0.0
Micheline bernard,Drame,0.0
Micheline blais,Drame,0.0
Micheline charest,Drame,0.0
Micheline durocher,Drame,0.0
Micheline garant,Drame,0.0
Micheline lanctôt,Drame,0.0
Micheline le guillou,Drame,0.0
Micheline loiselle,Drame,0.0
Micheline noël,Drame,0.0
Micheline rozan,Drame,1.0
Micheline sylvestre,Drame,0.0
Michelle chamson,Drame,0.0
Michelle citron,Drame,0.0
Michelle de broca,Drame,2.0
Michelle desaulniers,Drame,0.0
Michelle gascon,Drame,0.0
Michelle quinn,Drame,0.0
Michelle raymond,Drame,0.0
Michelle smith,Drame,0.0
Michelle van beusekom,Drame,0.0
Michelle wiart,Drame,0.0
Michiel j. snijders,Drame,0.0
Michka saäl,Drame,0.0
Michèle arnaud,Drame,0.0
Michèle bélanger,Drame,0.0
Michèle gauthier,Drame,0.0
Michèle grondin,Drame,0.0
Michèle hozer,Drame,0.0
Michèle mercure,Drame,0.0
Michèle nicolas,Drame,0.0
Michèle pérusse,Drame,0.0
Michèle ray,Drame,0.0
