genre,moyenne
,2.360625574977001
Action,0.023524773294782496
Amour,0.029570245761598106
Animation,0.3577342620580891
Autres,0.9048495203049021
Aventure,0.03469575502694178
Comédie,0.26626363516887896
Crime,0.0985674858719937
Documentaire,1.0701800499408596
Drame,0.1328689709554475
Historique,0.14456564594559074
Musical,0.040215534235773426
Sf,0.07596267577868314
