nomComplet,lienWikidata,distinction,date,annee
Victor Garber,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1973-01-01,1973
Benjamin Britten,http://www.wikidata.org/entity/Q1165751,prix musical Léonie-Sonning,1968-01-01,1968
Benjamin Britten,http://www.wikidata.org/entity/Q703298,prix Ernst von Siemens,1974-01-01,1974
Benjamin Britten,http://www.wikidata.org/entity/Q27575234,médaille d'or de la  Royal Philharmonic Society,1964-01-01,1964
Benjamin Britten,http://www.wikidata.org/entity/Q2569837,prix Wihuri Sibelius,1965-01-01,1965
Jacques Grisé,http://www.wikidata.org/entity/Q367976,Prix Félix,1979-01-01,1979
Barry Bostwick,http://www.wikidata.org/entity/Q1723064,Tony Award du meilleur acteur dans une comédie musicale,1977-01-01,1977
Colm Feore,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2019-01-01,2019
Eric Roberts,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1988-01-01,1988
Jacques Weber,http://www.wikidata.org/entity/Q900424,César du meilleur acteur dans un second rôle,1991-01-01,1991
Alain Chamfort,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2018-08-31,2018
Alain Chamfort,http://www.wikidata.org/entity/Q13422140,officier de l'ordre national du Mérite,2011-11-14,2011
Guy Mauffette,http://www.wikidata.org/entity/Q15464509,grand officier de l'Ordre national du Québec,1996-01-01,1996
Norman McLaren,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1985-01-01,1985
Norman McLaren,http://www.wikidata.org/entity/Q59783532,Royal Designers for Industry honoraire,1986-01-01,1986
Norman McLaren,http://www.wikidata.org/entity/Q992455,prix Molson,1971-01-01,1971
Norman McLaren,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1982-01-01,1982
Norman McLaren,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1975-01-01,1975
Romane Bohringer,http://www.wikidata.org/entity/Q29597,César du meilleur espoir féminin,1993-01-01,1993
Johan Leysen,http://www.wikidata.org/entity/Q1535546,Veau d'or du meilleur acteur,1998-01-01,1998
Riz Ortolani,http://www.wikidata.org/entity/Q1472235,Golden Globe de la meilleure chanson originale,1965-01-01,1965
Bill Paxton,http://www.wikidata.org/entity/Q518675,Screen Actors Guild Award de la meilleure distribution,1996-01-01,1996
Laurence Fishburne,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1992-01-01,1992
Laurence Fishburne,http://www.wikidata.org/entity/Q1044427,Primetime Emmy Award,1993-01-01,1993
Laurence Fishburne,http://www.wikidata.org/entity/Q2604800,Primetime Emmy Award du meilleur acteur invité dans une série télévisée dramatique,1993-01-01,1993
Laurence Fishburne,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,1992-01-01,1992
David Guetta,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,2007-11-23,2007
Mika Kaurismäki,http://www.wikidata.org/entity/Q335233,médaille Pro Finlandia de l'ordre du Lion de Finlande,1994-01-01,1994
Steve Hill,http://www.wikidata.org/entity/Q507057,prix Juno,2015-01-01,2015
Bernard-Henri Lévy,http://www.wikidata.org/entity/Q1543399,prix Interallié,1988-01-01,1988
Bernard-Henri Lévy,http://www.wikidata.org/entity/Q58352,prix Médicis,1984-01-01,1984
Pascale Ferland,http://www.wikidata.org/entity/Q3404988,Prix Lynch-Staunton,2006-01-01,2006
François Truffaut,http://www.wikidata.org/entity/Q510175,prix de la mise en scène,1959-01-01,1959
François Truffaut,http://www.wikidata.org/entity/Q139184,British Academy Film Award du meilleur film,1974-01-01,1974
François Truffaut,http://www.wikidata.org/entity/Q645595,César du meilleur film,1981-01-01,1981
François Truffaut,http://www.wikidata.org/entity/Q24137,César du meilleur réalisateur,1981-01-01,1981
François Truffaut,http://www.wikidata.org/entity/Q105304,Oscar du meilleur film international,1973-01-01,1973
François Truffaut,http://www.wikidata.org/entity/Q3352913,Bodil du meilleur film non-américain,1964-01-01,1964
François Truffaut,http://www.wikidata.org/entity/Q3352913,Bodil du meilleur film non-américain,1959-01-01,1959
François Truffaut,http://www.wikidata.org/entity/Q3352913,Bodil du meilleur film non-américain,1962-01-01,1962
François Truffaut,http://www.wikidata.org/entity/Q3703245,David Luchino Visconti,1981-01-01,1981
François Truffaut,http://www.wikidata.org/entity/Q696972,prix NYFCC du meilleur réalisateur,1973-01-01,1973
François Truffaut,http://www.wikidata.org/entity/Q787131,British Academy Film Award du meilleur réalisateur,1974-01-01,1974
François Truffaut,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1968-01-01,1968
François Truffaut,http://www.wikidata.org/entity/Q900369,César du meilleur scénario original ou adaptation,1981-01-01,1981
François Truffaut,http://www.wikidata.org/entity/Q1315008,National Society of Film Critics Award du meilleur réalisateur,1973-01-01,1973
François Truffaut,http://www.wikidata.org/entity/Q1328249,National Board of Review Award du meilleur film en langue étrangère,1970-01-01,1970
François Truffaut,http://www.wikidata.org/entity/Q1328249,National Board of Review Award du meilleur film en langue étrangère,1975-01-01,1975
Anouk Aimée,http://www.wikidata.org/entity/Q463085,Golden Globe de la meilleure actrice dans un film dramatique,1966-01-01,1966
Anouk Aimée,http://www.wikidata.org/entity/Q687123,British Academy Film Award de la meilleure actrice,1968-01-01,1968
Anouk Aimée,http://www.wikidata.org/entity/Q287062,Ours d'or d'honneur,2003-01-01,2003
Anouk Aimée,http://www.wikidata.org/entity/Q840286,prix d'interprétation féminine,1980-01-01,1980
Anouk Aimée,http://www.wikidata.org/entity/Q727282,César d'honneur,2002-01-01,2002
Philippe Noiret,http://www.wikidata.org/entity/Q400007,British Academy Film Award du meilleur acteur,1991-01-01,1991
Philippe Noiret,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1976-01-01,1976
Philippe Noiret,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1990-01-01,1990
Philippe Noiret,http://www.wikidata.org/entity/Q3404523,David di Donatello du meilleur acteur étranger,1976-01-01,1976
Philippe Noiret,http://www.wikidata.org/entity/Q3404523,David di Donatello du meilleur acteur étranger,1990-01-01,1990
Philippe Noiret,http://www.wikidata.org/entity/Q932281,Prix du cinéma européen du meilleur acteur,1989-01-01,1989
Marguerite Duras,http://www.wikidata.org/entity/Q1542806,grand prix du théâtre (Académie française),1983-01-01,1983
Marguerite Duras,http://www.wikidata.org/entity/Q187300,prix Goncourt,1984-01-01,1984
Marguerite Duras,http://www.wikidata.org/entity/Q698647,prix de l'État autrichien pour la littérature européenne,1989-01-01,1989
Raoul Peck,http://www.wikidata.org/entity/Q832127,César du meilleur film documentaire,2018-01-01,2018
Marc Lavoine,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,2004-01-01,2004
Marc Lavoine,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,2007-01-01,2007
Marc Lavoine,http://www.wikidata.org/entity/Q3405187,prix Raoul-Breton,1986-01-01,1986
Marc Lavoine,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,2007-01-01,2007
Sylvain Lelièvre,http://www.wikidata.org/entity/Q3362498,Panthéon des auteurs et compositeurs canadiens,2015-01-01,2015
Sylvain Lelièvre,http://www.wikidata.org/entity/Q367976,Prix Félix,2001-01-01,2001
Sylvain Lelièvre,http://www.wikidata.org/entity/Q367976,Prix Félix,1994-01-01,1994
Sylvain Lelièvre,http://www.wikidata.org/entity/Q3332206,médaille Jacques-Blanchet,1983-01-01,1983
Faith Hubley,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1975-01-01,1975
John Hubley,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1975-01-01,1975
Roland Lepage,http://www.wikidata.org/entity/Q3404522,prix Denise-Pelletier,2009-01-01,2009
Roland Lepage,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2018-01-01,2018
Marcy Page,http://www.wikidata.org/entity/Q40668857,Prix René-Jodoin,2015-01-01,2015
Maurice Barrier,http://www.wikidata.org/entity/Q1943514,Molière du comédien dans un second rôle,1998-01-01,1998
Jean Chatenet,http://www.wikidata.org/entity/Q56374235,prix Paul-Flat,1963-01-01,1963
Jean Chatenet,http://www.wikidata.org/entity/Q16830104,prix Alfred-Née,1971-01-01,1971
Paul Anka,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,1991-01-01,1991
Paul Anka,http://www.wikidata.org/entity/Q3362499,Panthéon de la musique canadienne,1980-01-01,1980
Paul Anka,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2005-01-01,2005
Paul Anka,http://www.wikidata.org/entity/Q6314105,prix Juno du compositeur de l'année,1975-01-01,1975
Claude Pinoteau,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,1996-05-30,1996
Claude Pinoteau,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1974-01-01,1974
Claude Pinoteau,http://www.wikidata.org/entity/Q3404794,prix Henri-Langlois,2008-01-01,2008
Claude Pinoteau,http://www.wikidata.org/entity/Q16509832,Prix Jean-Le-Duc,1974-01-01,1974
Marie-Josephe Yoyotte,http://www.wikidata.org/entity/Q900447,César du meilleur montage,2001-01-01,2001
Marie-Josephe Yoyotte,http://www.wikidata.org/entity/Q900447,César du meilleur montage,1997-01-01,1997
Marie-Josephe Yoyotte,http://www.wikidata.org/entity/Q900447,César du meilleur montage,1977-01-01,1977
Claude Bolling,http://www.wikidata.org/entity/Q21587123,prix Sidney Bechet,1970-01-01,1970
Catherine Breillat,http://www.wikidata.org/entity/Q20723634,prix France Culture Cinéma,2001-01-01,2001
Catherine Breillat,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2014-01-16,2014
Margarethe von Trotta,http://www.wikidata.org/entity/Q1603318,prix Helmut-Käutner,2017-01-01,2017
Margarethe von Trotta,http://www.wikidata.org/entity/Q1818451,médaille Leo Baeck,2012-01-01,2012
Margarethe von Trotta,http://www.wikidata.org/entity/Q1529156,prix Konrad Wolf,1993-01-01,1993
Mira Nair,http://www.wikidata.org/entity/Q209459,Lion d'or,2001-01-01,2001
Mira Nair,http://www.wikidata.org/entity/Q775091,Caméra d'or,1988-01-01,1988
Claire Denis,http://www.wikidata.org/entity/Q821609,Berliner Kunstpreis,2011-01-01,2011
Michael Smiley,http://www.wikidata.org/entity/Q4835656,British Independent Film Award pour le meilleur acteur dans un second rôle,2011-01-01,2011
Toni Collette,http://www.wikidata.org/entity/Q1287335,Primetime Emmy Award de la meilleure actrice dans une série télévisée comique,2009-01-01,2009
Toni Collette,http://www.wikidata.org/entity/Q1131356,Theatre World Award,2000-01-01,2000
Manon Barbeau,http://www.wikidata.org/entity/Q50327743,Chevalier de l'Ordre de Montréal,2017-01-01,2017
Manon Barbeau,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2018-01-01,2018
Manon Barbeau,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,2014-01-01,2014
Manon Barbeau,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,2014-01-01,2014
Peter Ustinov,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,1960-01-01,1960
Peter Ustinov,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,1964-01-01,1964
Peter Ustinov,http://www.wikidata.org/entity/Q812332,prix de la télévision bavaroise,1998-01-01,1998
Peter Ustinov,http://www.wikidata.org/entity/Q1730163,ordre de Karl Valentin,1981-01-01,1981
Peter Ustinov,http://www.wikidata.org/entity/Q989453,Primetime Emmy Award du meilleur acteur dans une mini-série ou un téléfilm,1967-01-01,1967
Peter Ustinov,http://www.wikidata.org/entity/Q989453,Primetime Emmy Award du meilleur acteur dans une mini-série ou un téléfilm,1958-01-01,1958
Peter Ustinov,http://www.wikidata.org/entity/Q10905276,commandeur de l'ordre du Mérite de la République fédérale d'Allemagne,1998-01-01,1998
Peter Ustinov,http://www.wikidata.org/entity/Q106464765,Doctorat honoris causa de la Vrije Universiteit Brussel,1995-01-01,1995
Peter Ustinov,http://www.wikidata.org/entity/Q10905380,chevalier de l'ordre du Mérite de la République fédérale d'Allemagne,1984-01-01,1984
Peter Ustinov,http://www.wikidata.org/entity/Q12201477,commandeur de l'ordre de l'Empire britannique,1975-01-01,1975
André Dubois,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2015-01-01,2015
Christine Boisson,http://www.wikidata.org/entity/Q1615857,prix Romy-Schneider,1984-01-01,1984
Eva Mattes,http://www.wikidata.org/entity/Q448468,prix du cinéma bavarois,1981-01-01,1981
Guy Provost,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2003-01-01,2003
Andréa Ferreol,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2019-03-12,2019
Andréa Ferreol,http://www.wikidata.org/entity/Q13422138,chevalier de l'ordre national du Mérite,1999-11-15,1999
Andréa Ferreol,http://www.wikidata.org/entity/Q13422140,officier de l'ordre national du Mérite,2009-05-15,2009
Andréa Ferreol,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,1989-01-01,1989
Andréa Ferreol,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2013-07-12,2013
Andréa Ferreol,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,2002-12-31,2002
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q209459,Lion d'or,2016-01-01,2016
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1989-01-01,1989
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q14900497,chevalier de l'ordre de Léopold,2012-01-01,2012
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2006-01-01,2006
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q13422142,grand officier de l'ordre national du Mérite,2017-01-01,2017
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q3404470,"Prix Citron, Prix Orange et Prix Bourgeon",1972-01-01,1972
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q3404498,Prix Coq de la Communauté française de Belgique,2012-01-01,2012
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q10855216,grand officier de la Légion d'honneur,2019-01-01,2019
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q3405661,prix du Brigadier,1987-01-01,1987
Jean-Paul Belmondo,http://www.wikidata.org/entity/Q1321674,Palme d'honneur,2011-01-01,2011
Alan Arkin,http://www.wikidata.org/entity/Q181883,Golden Globe du meilleur acteur dans un film musical ou une comédie,1966-01-01,1966
Alan Arkin,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,2007-01-01,2007
Alan Arkin,http://www.wikidata.org/entity/Q518675,Screen Actors Guild Award de la meilleure distribution,2013-01-01,2013
Alan Arkin,http://www.wikidata.org/entity/Q518675,Screen Actors Guild Award de la meilleure distribution,2007-01-01,2007
Alan Arkin,http://www.wikidata.org/entity/Q548389,British Academy Film Award du meilleur acteur dans un second rôle,2007-01-01,2007
Alan Arkin,http://www.wikidata.org/entity/Q19819293,prix Génie du meilleur acteur dans un second rôle,1986-01-01,1986
Alan Arkin,http://www.wikidata.org/entity/Q5305708,Drama Desk Award - meilleur réalisateur,1970-01-01,1970
Alan Arkin,http://www.wikidata.org/entity/Q5305708,Drama Desk Award - meilleur réalisateur,1969-01-01,1969
Alan Arkin,http://www.wikidata.org/entity/Q2294693,Independent Spirit Award du meilleur acteur dans un second rôle,2007-01-01,2007
Alan Arkin,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,1963-01-01,1963
Alan Arkin,http://www.wikidata.org/entity/Q723830,Golden Globe du meilleur acteur dans un second rôle,2018-01-01,2018
Alan Arkin,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1963-01-01,1963
James Woods,http://www.wikidata.org/entity/Q989453,Primetime Emmy Award du meilleur acteur dans une mini-série ou un téléfilm,1987-01-01,1987
James Woods,http://www.wikidata.org/entity/Q152471,liste des étoiles du Hollywood Walk of Fame,1998-01-01,1998
James Woods,http://www.wikidata.org/entity/Q989453,Primetime Emmy Award du meilleur acteur dans une mini-série ou un téléfilm,1989-01-01,1989
James Woods,http://www.wikidata.org/entity/Q1179189,Daytime Emmy Award,2000-01-01,2000
James Woods,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1972-01-01,1972
Jean-Pierre Marielle,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1992-01-01,1992
Jean-Pierre Marielle,http://www.wikidata.org/entity/Q3405880,prix du meilleur comédien du Syndicat de la critique,1973-01-01,1973
Jean-Pierre Marielle,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2007-04-01,2007
Jean-Pierre Marielle,http://www.wikidata.org/entity/Q3405880,prix du meilleur comédien du Syndicat de la critique,1969-01-01,1969
Philippe Sarde,http://www.wikidata.org/entity/Q23091,César de la meilleure musique originale,1977-01-01,1977
